"","Color_label_source","Subject","Chain","Generation","Condition","Confidence","Color_label_matched","Language.x","Age.x","Gender.x","Language_spoken.x","rt","Condition_label.x","Lightness_source","Lighness_matched","Saturation_source","Saturation_matched","Hue_source","Hue_matched","Unique_hue","Seed","Dif","RHAD","Error_rate_hue","Error_rate_sat","Condition_label.y","basic_colors","creative_name","Language.y","Hue_color_to_name","Saturation_color_to_name","Lightness_color_to_name","Vision_impairments","Age.y","Gender.y","Language_spoken.y","Participated_before"
"373","seed mørk rosa","1qhd","2",10,"2",2,"seed dark rose","Danish","50","male","dansk",20433,"Naming transmission",50,50,78,59,312,311,372.2,327.55,61.2,137.066069428891,1,19,"Naming transmission","purple","mørk lilla","Danish",311,59,50,"no","50","male","dansk","no"
"374","seed mørk rosa","1spu","3",8,"1",6,"seed dark rose","Danish","22","female","Dansk",11768,"Pure transmission",50,50,44,42,319,318,372.2,327.55,54.2,121.388577827548,1,2,"Pure transmission","purple","billig-læbestift-lilla","Danish",318,42,50,"no","22","female","Dansk","no"
"375","seed mørk rosa","29mk","2",9,"2",5,"seed dark rose","Danish","24","male","Dansk",18870,"Naming transmission",50,50,84,78,311,312,372.2,327.55,60.2,134.826427771557,1,6,"Naming transmission","purple","purpur","Danish",312,78,50,"no","24","male","Dansk","no"
"376","seed mørk rosa","2aq2","4",0,"2",2,"seed dark rose","Danish","21","male","Dansk",63814,"Naming transmission",50,50,60,47,327.55,328,372.2,327.55,44.2,98.9921612541994,0.449999999999989,13,"Naming transmission","purple","lyselilla","Danish",328,47,50,"no","21","male","Dansk","no"
"377","seed mørk rosa","2e48","0",12,"2",5,"seed dark rose","Danish","24","female","Dansk",6992,"Naming transmission",50,50,65,55,307,306,372.2,327.55,66.2,148.264277715566,1,10,"Naming transmission","purple","Violet","Danish",306,55,50,"no","24","female","Dansk","no"
"378","seed mørk rosa","2h6d","4",6,"1",5,"seed dark rose","Danish","29","female","Dansk",27488,"Pure transmission",50,50,53,66,334,329,372.2,327.55,43.2,96.7525195968645,5,13,"Pure transmission","red","Lyserød","Danish",329,66,50,"no","29","female","Dansk","no"
"379","seed mørk rosa","2l8a","1",1,"2",5,"seed dark rose","Danish","22","male","Lykke",12843,"Naming transmission",50,50,60,67,325,320,372.2,327.55,52.2,116.909294512878,5,7,"Naming transmission","purple","Varm pink","Danish",320,67,50,"no","22","male","Lykke","no"
"380","seed mørk rosa","2uz9","2",10,"1",6,"seed dark rose","Danish","23","male","dansk",16771,"Pure transmission",50,50,43,52,298,295,372.2,327.55,77.2,172.900335946249,3,9,"Pure transmission","purple","lys lilla","Danish",295,52,50,"no","23","male","dansk","no"
"381","seed mørk rosa","2zbd","0",10,"1",4,"seed dark rose","Danish","24","female","rumænsk",14347,"Pure transmission",50,50,60,58,301,299,372.2,327.55,73.2,163.941769316909,2,2,"Pure transmission","purple","fuksia","Danish",299,58,50,"no","24","female","rumænsk","no"
"382","seed mørk rosa","31xw","0",7,"2",6,"seed dark rose","Danish","26","female","Dansk",16695,"Naming transmission",50,50,82,63,291,292,372.2,327.55,80.2,179.619260918253,1,19,"Naming transmission","purple","psyckedelisk lilla","Danish",292,63,50,"no","26","female","Dansk","no"
"383","seed mørk rosa","32a1","3",4,"2",5,"seed dark rose","Danish","24","male","Dansk",31118,"Naming transmission",50,50,68,75,331,329,372.2,327.55,43.2,96.7525195968645,2,7,"Naming transmission","pink","dyb pink","Danish",329,75,50,"no","24","male","Dansk","no"
"384","seed mørk rosa","38mq","4",12,"1",3,"seed dark rose","Danish","52","female","dansk",39533,"Pure transmission",50,50,56,50,315,315,372.2,327.55,57.2,128.107502799552,0,6,"Pure transmission","purple","varm lilla","Danish",315,50,50,"no","52","female","dansk","no"
"385","seed mørk rosa","3b4k","2",9,"1",1,"seed dark rose","Danish","26","male","Dansk",22558,"Pure transmission",50,50,40,43,302,298,372.2,327.55,74.2,166.181410974244,4,3,"Pure transmission","purple","Lilla","Danish",298,43,50,"no","26","male","Dansk","no"
"386","seed mørk rosa","3rnx","1",2,"2",6,"seed dark rose","Danish","23","male","Dansk",17133,"Naming transmission",50,50,67,66,320,317,372.2,327.55,55.2,123.628219484882,3,1,"Naming transmission","pink","magenta","Danish",317,66,50,"no","23","male","Dansk","no"
"387","seed mørk rosa","3sg3","3",9,"2",4,"seed dark rose","Danish","61","male","dansk",130954,"Naming transmission",50,50,68,59,325,320,372.2,327.55,52.2,116.909294512878,5,9,"Naming transmission","pink","magenta","Danish",320,59,50,"no","61","male","dansk","no"
"388","seed mørk rosa","3tb6","2",0,"1",2,"seed dark rose","Danish","32","female","dansk",69793,"Pure transmission",50,50,60,51,327.55,332,372.2,327.55,40.2,90.03359462486,4.44999999999999,9,"Pure transmission","red","lys bordeaux","Danish",332,51,50,"no","32","female","dansk","no"
"389","seed mørk rosa","3wa5","1",4,"1",3,"seed dark rose","Danish","31","female","Dansk",34784,"Pure transmission",50,50,57,68,301,298,372.2,327.55,74.2,166.181410974244,3,11,"Pure transmission","purple","Magenta","Danish",298,68,50,"no","31","female","Dansk","no"
"390","seed mørk rosa","4htf","2",12,"1",6,"seed dark rose","Danish","30","male","Fransk",51717,"Pure transmission",50,50,39,48,300,294,372.2,327.55,78.2,175.139977603584,6,9,"Pure transmission","purple","lilla","Danish",294,48,50,"no","30","male","Fransk","no"
"391","seed mørk rosa","4l9m","4",11,"1",4,"seed dark rose","Danish","24","female","Dansk",12648,"Pure transmission",50,50,63,56,328,315,372.2,327.55,57.2,128.107502799552,13,7,"Pure transmission","pink","Mørkepink","Danish",315,56,50,"no","24","female","Dansk","no"
"392","seed mørk rosa","4w6c","3",1,"2",4,"seed dark rose","Danish","30","male","Dansk",36235,"Naming transmission",50,50,68,66,325,327,372.2,327.55,45.2,101.231802911534,2,2,"Naming transmission","pink","Lyserød med lidt lilla","Danish",327,66,50,"no","30","male","Dansk","no"
"393","seed mørk rosa","5386","1",6,"1",5,"seed dark rose","Danish","26","female","DK",3988,"Pure transmission",50,50,43,45,306,300,372.2,327.55,72.2,161.702127659575,6,2,"Pure transmission","purple","Lilla","Danish",300,45,50,"no","26","female","DK","no"
"394","seed mørk rosa","59x7","3",0,"1",5,"seed dark rose","Danish","23","male","dansk",4662,"Pure transmission",50,50,60,65,327.55,325,372.2,327.55,47.2,105.711086226204,2.55000000000001,5,"Pure transmission","purple","pink lilla","Danish",325,65,50,"no","23","male","dansk","no"
"395","seed mørk rosa","5xno","1",12,"1",3,"seed dark rose","Danish","39","female","dansk",13312,"Pure transmission",50,50,61,58,316,324,372.2,327.55,48.2,107.950727883539,8,3,"Pure transmission","pink","Pink","Danish",324,58,50,"no","39","female","dansk","no"
"396","seed mørk rosa","629d","1",14,"1",5,"seed dark rose","Danish","26","male","Dansk",13288,"Pure transmission",50,50,67,60,318,311,372.2,327.55,61.2,137.066069428891,7,7,"Pure transmission","purple","lilla","Danish",311,60,50,"no","26","male","Dansk","no"
"397","seed mørk rosa","6606","0",12,"1",6,"seed dark rose","Danish","23","male","DanskEngelsk",3027,"Pure transmission",50,50,54,52,307,298,372.2,327.55,74.2,166.181410974244,9,2,"Pure transmission","purple","Lilla","Danish",298,52,50,"no","23","male","DanskEngelsk","no"
"398","seed mørk rosa","6bgr","4",13,"1",5,"seed dark rose","Danish","25","female","Dansk",15066,"Pure transmission",50,50,50,58,315,305,372.2,327.55,67.2,150.5039193729,10,8,"Pure transmission","purple","Pink","Danish",305,58,50,"no","25","female","Dansk","no"
"399","seed mørk rosa","6d65","1",11,"1",5,"seed dark rose","Danish","32","female","dansk",20358,"Pure transmission",50,50,60,61,312,316,372.2,327.55,56.2,125.867861142217,4,1,"Pure transmission","pink","pink","Danish",316,61,50,"no","32","female","dansk","no"
"400","seed mørk rosa","6g9f","4",1,"2",5,"seed dark rose","Danish","23","female","Dansk",25541,"Naming transmission",50,50,47,47,328,321,372.2,327.55,51.2,114.669652855543,7,0,"Naming transmission","purple","Lilla","Danish",321,47,50,"no","23","female","Dansk","no"
"401","seed mørk rosa","6w76","0",8,"1",4,"seed dark rose","Danish","40","male","Dansk",21994,"Pure transmission",50,50,90,80,293,295,372.2,327.55,77.2,172.900335946249,2,10,"Pure transmission","purple","Lilla","Danish",295,80,50,"no","40","male","Dansk","no"
"402","seed mørk rosa","7t79","0",3,"1",5,"seed dark rose","Danish","74","female","dansk",14898,"Pure transmission",50,50,65,63,319,320,372.2,327.55,52.2,116.909294512878,1,2,"Pure transmission","purple","mørk pink","Danish",320,63,50,"no","74","female","dansk","no"
"403","seed mørk rosa","7zbg","3",12,"2",5,"seed dark rose","Danish","25","male","Dansk",39214,"Naming transmission",50,50,66,54,296,300,372.2,327.55,72.2,161.702127659575,4,12,"Naming transmission","purple","lilla","Danish",300,54,50,"no","25","male","Dansk","no"
"404","seed mørk rosa","80cs","0",1,"1",4,"seed dark rose","Danish","21","male","Dansk",22514,"Pure transmission",50,50,65,59,327,327,372.2,327.55,45.2,101.231802911534,0,6,"Pure transmission","purple","Magenta","Danish",327,59,50,"no","21","male","Dansk","no"
"405","seed mørk rosa","839z","0",3,"2",1,"seed dark rose","Danish","23","male","Dansk",6032,"Naming transmission",50,50,40,57,322,315,372.2,327.55,57.2,128.107502799552,7,17,"Naming transmission","purple","redwine stain","Danish",315,57,50,"no","23","male","Dansk","no"
"406","seed mørk rosa","8m5n","1",14,"2",5,"seed dark rose","Danish","31","female","Dansk",14990,"Naming transmission",50,50,80,53,291,297,372.2,327.55,75.2,168.421052631579,6,27,"Naming transmission","purple","lilla","Danish",297,53,50,"no","31","female","Dansk","no"
"407","seed mørk rosa","8osq","0",11,"1",5,"seed dark rose","Danish","38","female","Dansk",21559,"Pure transmission",50,50,58,54,299,307,372.2,327.55,65.2,146.024636058231,8,4,"Pure transmission","purple","Rødlilla","Danish",307,54,50,"no","38","female","Dansk","no"
"408","seed mørk rosa","8v88","0",0,"1",6,"seed dark rose","Danish","37","female","Svensk",12311,"Pure transmission",50,50,60,65,327.55,327,372.2,327.55,45.2,101.231802911534,0.550000000000011,5,"Pure transmission","pink","mørk lyserød","Danish",327,65,50,"no","37","female","Svensk","no"
"409","seed mørk rosa","8z38","0",6,"2",4,"seed dark rose","Danish","22","male","Dansk",19165,"Naming transmission",50,50,58,82,309,291,372.2,327.55,81.2,181.858902575588,18,24,"Naming transmission","purple","Psykadelisk lilla","Danish",291,82,50,"no","22","male","Dansk","no"
"410","seed mørk rosa","94an","2",4,"1",0,"seed dark rose","Danish","26","female","Dansk",5545,"Pure transmission",50,50,50,27,326,311,372.2,327.55,61.2,137.066069428891,15,23,"Pure transmission","purple","Lys lilla","Danish",311,27,50,"no","26","female","Dansk","no"
"411","seed mørk rosa","95ap","4",9,"1",4,"seed dark rose","Danish","25","male","dansk",29002,"Pure transmission",50,50,80,75,317,327,372.2,327.55,45.2,101.231802911534,10,5,"Pure transmission","pink","lyserød","Danish",327,75,50,"no","25","male","dansk","no"
"412","seed mørk rosa","9hdc","4",14,"2",5,"seed dark rose","Danish","23","male","Dansk",20652,"Naming transmission",50,50,77,56,299,309,372.2,327.55,63.2,141.545352743561,10,21,"Naming transmission","purple","Lilla","Danish",309,56,50,"no","23","male","Dansk","no"
"413","seed mørk rosa","9lvh","2",6,"2",5,"seed dark rose","Danish","28","female","Dansk",11451,"Naming transmission",50,50,60,46,315,319,372.2,327.55,53.2,119.148936170213,4,14,"Naming transmission","purple","Lilla","Danish",319,46,50,"no","28","female","Dansk","no"
"414","seed mørk rosa","9s0s","0",13,"1",5,"seed dark rose","Danish","41","male","Dansk",4888,"Pure transmission",50,50,52,84,298,296,372.2,327.55,76.2,170.660694288914,2,32,"Pure transmission","purple","Lavendel","Danish",296,84,50,"no","41","male","Dansk","no"
"415","seed mørk rosa","9zhk","0",8,"2",4,"seed dark rose","Danish","41","female","Dansk",19033,"Naming transmission",50,50,63,53,292,295,372.2,327.55,77.2,172.900335946249,3,10,"Naming transmission","purple","lilla","Danish",295,53,50,"no","41","female","Dansk","no"
"416","seed mørk rosa","a4we","1",6,"2",6,"seed dark rose","Danish","23","male","Dansk",10633,"Naming transmission",50,50,62,63,330,334,372.2,327.55,38.2,85.5543113101904,4,1,"Naming transmission","red","rosa","Danish",334,63,50,"no","23","male","Dansk","no"
"417","seed mørk rosa","a5pw","2",1,"1",4,"seed dark rose","Danish","29","male","dansk",12597,"Pure transmission",50,50,51,58,332,326,372.2,327.55,46.2,103.471444568869,6,7,"Pure transmission","red","bordeaux","Danish",326,58,50,"no","29","male","dansk","no"
"418","seed mørk rosa","a5ul","1",7,"2",5,"seed dark rose","Danish","27","male","Dansk",17107,"Naming transmission",50,50,63,61,334,325,372.2,327.55,47.2,105.711086226204,9,2,"Naming transmission","purple","Bordeaux","Danish",325,61,50,"no","27","male","Dansk","no"
"419","seed mørk rosa","akcp","1",13,"1",6,"seed dark rose","Danish","36","female","dansk",3517,"Pure transmission",50,50,58,67,324,318,372.2,327.55,54.2,121.388577827548,6,9,"Pure transmission","pink","pink","Danish",318,67,50,"no","36","female","dansk","no"
"420","seed mørk rosa","akyt","4",7,"1",5,"seed dark rose","Danish","24","female","Dansk",7603,"Pure transmission",50,50,66,74,329,318,372.2,327.55,54.2,121.388577827548,11,8,"Pure transmission","pink","dyb pink","Danish",318,74,50,"no","24","female","Dansk","no"
"421","seed mørk rosa","amtj","2",11,"2",4,"seed dark rose","Danish","26","female","Dansk",10431,"Naming transmission",50,50,59,61,311,311,372.2,327.55,61.2,137.066069428891,0,2,"Naming transmission","purple","magentalilla","Danish",311,61,50,"no","26","female","Dansk","no"
"422","seed mørk rosa","bl5p","2",14,"2",5,"seed dark rose","Danish","28","male","Dansk",28439,"Naming transmission",50,50,55,59,315,311,372.2,327.55,61.2,137.066069428891,4,4,"Naming transmission","purple","lyslilla","Danish",311,59,50,"no","28","male","Dansk","no"
"423","seed mørk rosa","br1u","0",5,"1",2,"seed dark rose","Danish","26","male","dansk",19915,"Pure transmission",50,50,64,60,325,325,372.2,327.55,47.2,105.711086226204,0,4,"Pure transmission","purple","violet","Danish",325,60,50,"no","26","male","dansk","no"
"424","seed mørk rosa","ct5u","2",2,"1",6,"seed dark rose","Danish","21","male","Dansk",24458,"Pure transmission",50,50,58,54,326,325,372.2,327.55,47.2,105.711086226204,1,4,"Pure transmission","purple","Lyse-lilla","Danish",325,54,50,"no","21","male","Dansk","no"
"425","seed mørk rosa","d201","4",3,"1",5,"seed dark rose","Danish","25","male","Dansk",33724,"Pure transmission",50,50,55,50,329,329,372.2,327.55,43.2,96.7525195968645,0,5,"Pure transmission","purple","Lilla","Danish",329,50,50,"no","25","male","Dansk","no"
"426","seed mørk rosa","db8f","2",6,"1",4,"seed dark rose","Danish","22","male","Dansk",38006,"Pure transmission",50,50,29,36,306,304,372.2,327.55,68.2,152.743561030235,2,7,"Pure transmission","purple","lilla","Danish",304,36,50,"no","22","male","Dansk","no"
"427","seed mørk rosa","denc","4",14,"1",5,"seed dark rose","Danish","25","female","Dansk",8938,"Pure transmission",50,50,58,92,305,297,372.2,327.55,75.2,168.421052631579,8,34,"Pure transmission","purple","Mode lilla","Danish",297,92,50,"no","25","female","Dansk","no"
"428","seed mørk rosa","dxfn","2",3,"1",6,"seed dark rose","Danish","22","female","Dansk",11131,"Pure transmission",50,50,54,50,325,326,372.2,327.55,46.2,103.471444568869,1,4,"Pure transmission","purple","Magenta","Danish",326,50,50,"no","22","female","Dansk","no"
"429","seed mørk rosa","e913","1",8,"1",6,"seed dark rose","Danish","23","male","Dansk",7399,"Pure transmission",50,50,64,87,295,292,372.2,327.55,80.2,179.619260918253,3,23,"Pure transmission","purple","violet","Danish",292,87,50,"no","23","male","Dansk","no"
"430","seed mørk rosa","epfu","4",10,"2",6,"seed dark rose","Danish","23","female","dansk",15860,"Naming transmission",50,50,55,58,309,310,372.2,327.55,62.2,139.305711086226,1,3,"Naming transmission","purple","vindrue","Danish",310,58,50,"no","23","female","dansk","no"
"431","seed mørk rosa","ey6l","4",6,"2",3,"seed dark rose","Danish","27","male","dansk",24525,"Naming transmission",50,50,80,62,300,305,372.2,327.55,67.2,150.5039193729,5,18,"Naming transmission","none","margenta","Danish",305,62,50,"no","27","male","dansk","no"
"432","seed mørk rosa","eyxs","2",11,"1",6,"seed dark rose","Danish","25","female","dansk",6679,"Pure transmission",50,50,52,39,295,300,372.2,327.55,72.2,161.702127659575,5,13,"Pure transmission","purple","Lys lilla","Danish",300,39,50,"no","25","female","dansk","no"
"433","seed mørk rosa","f4z3","3",6,"2",6,"seed dark rose","Danish","20","female","dansk",25349,"Naming transmission",50,50,78,75,329,331,372.2,327.55,41.2,92.2732362821949,2,3,"Naming transmission","pink","Kirsebær lyserød","Danish",331,75,50,"no","20","female","dansk","no"
"434","seed mørk rosa","f7xg","4",2,"2",6,"seed dark rose","Danish","54","female","Dansk",11900,"Naming transmission",50,50,47,41,321,323,372.2,327.55,49.2,110.190369540873,2,6,"Naming transmission","red","purple","Danish",323,41,50,"no","54","female","Dansk","no"
"435","seed mørk rosa","fal4","1",1,"1",5,"seed dark rose","Danish","28","male","ita",13938,"Pure transmission",50,50,64,64,314,300,372.2,327.55,72.2,161.702127659575,14,0,"Pure transmission","purple","lilla","Danish",300,64,50,"no","28","male","ita","no"
"436","seed mørk rosa","fvdv","5",2,"1",3,"seed dark rose","Danish","44","female","Danskogengelsk",46494,"Pure transmission",50,50,51,60,326,325,372.2,327.55,47.2,105.711086226204,1,9,"Pure transmission","purple","Rangoli","Danish",325,60,50,"no","44","female","Danskogengelsk","no"
"437","seed mørk rosa","g3nb","1",9,"1",4,"seed dark rose","Danish","23","female","Dansk",7861,"Pure transmission",50,50,87,70,292,302,372.2,327.55,70.2,157.222844344905,10,17,"Pure transmission","pink","pink","Danish",302,70,50,"no","23","female","Dansk","no"
"438","seed mørk rosa","g72t","4",11,"2",4,"seed dark rose","Danish","22","male","Dansk",54773,"Naming transmission",50,50,58,67,310,304,372.2,327.55,68.2,152.743561030235,6,9,"Naming transmission","pink","Magenta","Danish",304,67,50,"no","22","male","Dansk","no"
"439","seed mørk rosa","g7r4","0",14,"2",5,"seed dark rose","Danish","24","male","Engelsk",42775,"Naming transmission",50,50,62,88,301,293,372.2,327.55,79.2,177.379619260918,8,26,"Naming transmission","purple","lilla","Danish",293,88,50,"no","24","male","Engelsk","no"
"440","seed mørk rosa","gvon","4",1,"1",5,"seed dark rose","Danish","25","male","Dansk",10094,"Pure transmission",50,50,49,51,324,326,372.2,327.55,46.2,103.471444568869,2,2,"Pure transmission","purple","lilla","Danish",326,51,50,"no","25","male","Dansk","no"
"441","seed mørk rosa","h8m1","4",8,"1",4,"seed dark rose","Danish","51","male","dansk",39390,"Pure transmission",50,50,74,80,318,317,372.2,327.55,55.2,123.628219484882,1,6,"Pure transmission","pink","indikatorrød","Danish",317,80,50,"no","51","male","dansk","no"
"442","seed mørk rosa","hfpw","2",1,"2",5,"seed dark rose","Danish","19","female","Dansk",11503,"Naming transmission",50,50,64,61,321,318,372.2,327.55,54.2,121.388577827548,3,3,"Naming transmission","purple","Lyselilla","Danish",318,61,50,"no","19","female","Dansk","no"
"443","seed mørk rosa","ho7n","1",12,"2",5,"seed dark rose","Danish","22","male","Dansk",11687,"Naming transmission",50,50,70,62,310,307,372.2,327.55,65.2,146.024636058231,3,8,"Naming transmission","purple","Violet","Danish",307,62,50,"no","22","male","Dansk","no"
"444","seed mørk rosa","hqlg","1",0,"2",4,"seed dark rose","Danish","21","male","Dansk",11326,"Naming transmission",50,50,60,60,327.55,325,372.2,327.55,47.2,105.711086226204,2.55000000000001,0,"Naming transmission","pink","mørk pink","Danish",325,60,50,"no","21","male","Dansk","no"
"445","seed mørk rosa","ht80","3",7,"1",4,"seed dark rose","Danish","20","female","Hollandsk",26875,"Pure transmission",50,50,46,44,319,319,372.2,327.55,53.2,119.148936170213,0,2,"Pure transmission","purple","Rosa","Danish",319,44,50,"no","20","female","Hollandsk","no"
"446","seed mørk rosa","j3tr","3",4,"1",6,"seed dark rose","Danish","46","female","dansk",36947,"Pure transmission",50,50,68,62,322,323,372.2,327.55,49.2,110.190369540873,1,6,"Pure transmission","purple","magenta","Danish",323,62,50,"no","46","female","dansk","no"
"447","seed mørk rosa","jer4","3",8,"2",6,"seed dark rose","Danish","29","female","NederlandskDansk",18266,"Naming transmission",50,50,71,68,330,325,372.2,327.55,47.2,105.711086226204,5,3,"Naming transmission","purple","magenta","Danish",325,68,50,"no","29","female","NederlandskDansk","no"
"448","seed mørk rosa","jgqp","3",7,"2",5,"seed dark rose","Danish","22","female","Dansk",14595,"Naming transmission",50,50,75,71,331,330,372.2,327.55,42.2,94.5128779395297,1,4,"Naming transmission","pink","Pink","Danish",330,71,50,"no","22","female","Dansk","no"
"449","seed mørk rosa","jwe2","3",5,"2",6,"seed dark rose","Danish","23","female","dansk",12430,"Naming transmission",50,50,75,78,329,329,372.2,327.55,43.2,96.7525195968645,0,3,"Naming transmission","pink","magenta","Danish",329,78,50,"no","23","female","dansk","no"
"450","seed mørk rosa","jy2r","3",3,"1",3,"seed dark rose","Danish","22","female","Dansk",8570,"Pure transmission",50,50,68,68,325,322,372.2,327.55,50.2,112.430011198208,3,0,"Pure transmission","purple","lilla","Danish",322,68,50,"no","22","female","Dansk","no"
"451","seed mørk rosa","k7ac","4",7,"2",4,"seed dark rose","Danish","23","female","Dansk",10616,"Naming transmission",50,50,62,51,305,314,372.2,327.55,58.2,130.347144456887,9,11,"Naming transmission","pink","magenta","Danish",314,51,50,"no","23","female","Dansk","no"
"452","seed mørk rosa","kjo0","2",13,"1",6,"seed dark rose","Danish","22","female","Dansk",2573,"Pure transmission",50,50,48,50,294,292,372.2,327.55,80.2,179.619260918253,2,2,"Pure transmission","purple","lilla","Danish",292,50,50,"no","22","female","Dansk","no"
"453","seed mørk rosa","kkrw","2",7,"2",4,"seed dark rose","Danish","22","female","Dansk",19469,"Naming transmission",50,50,46,62,319,310,372.2,327.55,62.2,139.305711086226,9,16,"Naming transmission","purple","Lyslilla","Danish",310,62,50,"no","22","female","Dansk","no"
"454","seed mørk rosa","kvuz","4",5,"1",4,"seed dark rose","Danish","21","female","dansk",5215,"Pure transmission",50,50,50,53,332,334,372.2,327.55,38.2,85.5543113101904,2,3,"Pure transmission","pink","Mørk pink","Danish",334,53,50,"no","21","female","dansk","no"
"455","seed mørk rosa","ky33","4",4,"1",1,"seed dark rose","Danish","22","female","Dansk",75592,"Pure transmission",50,50,50,50,329,332,372.2,327.55,40.2,90.03359462486,3,0,"Pure transmission","purple","magenta","Danish",332,50,50,"no","22","female","Dansk","no"
"456","seed mørk rosa","l4jk","3",3,"2",6,"seed dark rose","Danish","20","female","Dansk",27506,"Naming transmission",50,50,70,68,331,331,372.2,327.55,41.2,92.2732362821949,0,2,"Naming transmission","purple","mørkepink","Danish",331,68,50,"no","20","female","Dansk","no"
"457","seed mørk rosa","l9ov","1",10,"2",4,"seed dark rose","Danish","20","female","Dansk",20804,"Naming transmission",50,50,62,62,316,319,372.2,327.55,53.2,119.148936170213,3,0,"Naming transmission","purple","Mørk pink","Danish",319,62,50,"no","20","female","Dansk","no"
"458","seed mørk rosa","lp4v","4",2,"1",5,"seed dark rose","Danish","26","female","Dansk",19298,"Pure transmission",50,50,51,55,326,329,372.2,327.55,43.2,96.7525195968645,3,4,"Pure transmission","purple","mørk Pink","Danish",329,55,50,"no","26","female","Dansk","no"
"459","seed mørk rosa","lqc6","4",12,"2",6,"seed dark rose","Danish","23","female","dansk",10652,"Naming transmission",50,50,67,63,304,309,372.2,327.55,63.2,141.545352743561,5,4,"Naming transmission","purple","cyan","Danish",309,63,50,"no","23","female","dansk","no"
"460","seed mørk rosa","m0fk","2",7,"1",2,"seed dark rose","Danish","24","female","Dansk",24641,"Pure transmission",50,50,36,38,304,303,372.2,327.55,69.2,154.98320268757,1,2,"Pure transmission","purple","lilla","Danish",303,38,50,"no","24","female","Dansk","no"
"461","seed mørk rosa","m2bv","4",4,"2",2,"seed dark rose","Danish","26","female","Dansk",10512,"Naming transmission",50,50,44,61,314,300,372.2,327.55,72.2,161.702127659575,14,17,"Naming transmission","purple","Lilla","Danish",300,61,50,"no","26","female","Dansk","no"
"462","seed mørk rosa","m95k","0",2,"2",4,"seed dark rose","Danish","34","female","Dansk",65411,"Naming transmission",50,50,38,40,320,322,372.2,327.55,50.2,112.430011198208,2,2,"Naming transmission","pink","Ladylike","Danish",322,40,50,"no","34","female","Dansk","no"
"463","seed mørk rosa","mhfr","3",14,"1",2,"seed dark rose","Danish","21","female","Dansk",9588,"Pure transmission",50,50,50,46,314,309,372.2,327.55,63.2,141.545352743561,5,4,"Pure transmission","purple","rød lilla","Danish",309,46,50,"no","21","female","Dansk","no"
"464","seed mørk rosa","mmt4","3",10,"2",4,"seed dark rose","Danish","21","female","Dansk",6215,"Naming transmission",50,50,59,46,320,313,372.2,327.55,59.2,132.586786114222,7,13,"Naming transmission","purple","violet","Danish",313,46,50,"no","21","female","Dansk","no"
"465","seed mørk rosa","n0n0","3",14,"2",5,"seed dark rose","Danish","22","female","DanskEngelsk",7255,"Naming transmission",50,50,54,35,307,312,372.2,327.55,60.2,134.826427771557,5,19,"Naming transmission","purple","Eggplant","Danish",312,35,50,"no","22","female","DanskEngelsk","no"
"466","seed mørk rosa","na32","0",11,"2",5,"seed dark rose","Danish","57","male","Dansk",15527,"Naming transmission",50,50,76,65,306,307,372.2,327.55,65.2,146.024636058231,1,11,"Naming transmission","purple","vilot","Danish",307,65,50,"no","57","male","Dansk","no"
"467","seed mørk rosa","nnzw","2",14,"1",5,"seed dark rose","Danish","22","female","Dansk",27254,"Pure transmission",50,50,50,53,292,293,372.2,327.55,79.2,177.379619260918,1,3,"Pure transmission","purple","Lilla","Danish",293,53,50,"no","22","female","Dansk","no"
"468","seed mørk rosa","nthf","2",13,"2",6,"seed dark rose","Danish","24","male","Dansk",11439,"Naming transmission",50,50,58,55,310,315,372.2,327.55,57.2,128.107502799552,5,3,"Naming transmission","purple","Pastellilla","Danish",315,55,50,"no","24","male","Dansk","no"
"469","seed mørk rosa","nw85","5",0,"1",4,"seed dark rose","Danish","25","female","Dansk",24807,"Pure transmission",50,50,60,66,327.55,328,372.2,327.55,44.2,98.9921612541994,0.449999999999989,6,"Pure transmission","pink","pink","Danish",328,66,50,"no","25","female","Dansk","no"
"470","seed mørk rosa","o1qh","1",3,"2",4,"seed dark rose","Danish","41","female","Dansk",18505,"Naming transmission",50,50,66,83,317,317,372.2,327.55,55.2,123.628219484882,0,17,"Naming transmission","purple","Lyslilla","Danish",317,83,50,"no","41","female","Dansk","no"
"471","seed mørk rosa","o3eh","0",13,"2",5,"seed dark rose","Danish","25","male","Dansk",14597,"Naming transmission",50,50,55,62,306,301,372.2,327.55,71.2,159.46248600224,5,7,"Naming transmission","purple","Violet","Danish",301,62,50,"no","25","male","Dansk","no"
"472","seed mørk rosa","p6s3","3",12,"1",6,"seed dark rose","Danish","24","female","Dansksomalisk",2528,"Pure transmission",50,50,39,44,309,310,372.2,327.55,62.2,139.305711086226,1,5,"Pure transmission","purple","lilla","Danish",310,44,50,"no","24","female","Dansksomalisk","no"
"473","seed mørk rosa","pwy0","1",11,"2",3,"seed dark rose","Danish","21","male","dansk",11804,"Naming transmission",50,50,62,70,319,310,372.2,327.55,62.2,139.305711086226,9,8,"Naming transmission","pink","dyb pink","Danish",310,70,50,"no","21","male","dansk","no"
"474","seed mørk rosa","px2q","2",5,"1",6,"seed dark rose","Danish","22","female","dansk",16719,"Pure transmission",50,50,27,29,311,306,372.2,327.55,66.2,148.264277715566,5,2,"Pure transmission","purple","dyb lilla","Danish",306,29,50,"no","22","female","dansk","no"
