"","Color_label_source","Subject","Chain","Generation","Condition","Confidence","Color_label_matched","Language.x","Age.x","Gender.x","Language_spoken.x","rt","Condition_label.x","Lightness_source","Lighness_matched","Saturation_source","Saturation_matched","Hue_source","Hue_matched","Unique_hue","Seed","Dif","RHAD","Error_rate_hue","Error_rate_sat","Condition_label.y","basic_colors","creative_name","Language.y","Hue_color_to_name","Saturation_color_to_name","Lightness_color_to_name","Vision_impairments","Age.y","Gender.y","Language_spoken.y","Participated_before"
"174","seed græsgrøn","xt94","0",7,"1",5,"seed grass green","Danish","27","male","Dansk",11238,"Pure transmission",50,50,74,74,117,132,136.5,117.98,4.5,24.2980561555076,15,0,"Pure transmission","green","græs grøn ","Danish",132,74,50,"no","27","male","Dansk","no"
"175","seed græsgrøn","xtek","3",6,"1",6,"seed grass green","Danish","21","female","dansk",4878,"Pure transmission",50,50,54,60,116,132,136.5,117.98,4.5,24.2980561555076,16,6,"Pure transmission","green","Græs grøn","Danish",132,60,50,"no","21","female","dansk","no"
"176","seed græsgrøn","xtsh","0",9,"2",5,"seed grass green","Danish","23","male","dansk",6234,"Naming transmission",50,50,63,76,127,131,136.5,117.98,5.5,29.6976241900648,4,13,"Naming transmission","green","sommergrøn","Danish",131,76,50,"no","23","male","dansk","no"
"177","seed græsgrøn","xz2a","2",4,"2",4,"seed grass green","Danish","22","female","Dansk",64947,"Naming transmission",50,50,58,59,107,113,136.5,117.98,23.5,126.889848812095,6,1,"Naming transmission","green","Bladgrøn","Danish",113,59,50,"no","22","female","Dansk","no"
"178","seed græsgrøn","y7ox","3",2,"2",4,"seed grass green","Danish","60","female","dansk",17328,"Naming transmission",50,50,53,62,129,137,136.5,117.98,-0.5,-2.69978401727862,8,9,"Naming transmission","green","grøn","Danish",137,62,50,"no","60","female","dansk","no"
"179","seed græsgrøn","y9nw","2",8,"1",4,"seed grass green","Danish","23","female","Dansk",10276,"Pure transmission",50,50,81,83,116,111,136.5,117.98,25.5,137.68898488121,5,2,"Pure transmission","green","Lysegrøn","Danish",111,83,50,"no","23","female","Dansk","no"
"180","seed græsgrøn","yk73","2",12,"2",4,"seed grass green","Danish","24","male","Dansk",18043,"Naming transmission",50,50,68,68,129,119,136.5,117.98,17.5,94.4924406047516,10,0,"Naming transmission","green","Mosgrøn","Danish",119,68,50,"no","24","male","Dansk","no"
"181","seed græsgrøn","ywm6","0",4,"1",3,"seed grass green","Danish","26","male","dansk",30266,"Pure transmission",50,50,68,60,100,93,136.5,117.98,43.5,234.88120950324,7,8,"Pure transmission","green","forårsgrøn","Danish",93,60,50,"no","26","male","dansk","no"
"182","seed græsgrøn","yyua","2",8,"2",5,"seed grass green","Danish","23","female","Dansk",9561,"Naming transmission",50,50,68,86,121,123,136.5,117.98,13.5,72.8941684665227,2,18,"Naming transmission","green","Grøn","Danish",123,86,50,"no","23","female","Dansk","no"
"183","seed græsgrøn","z9g1","4",0,"1",5,"seed grass green","Danish","36","female","Dansk",21371,"Pure transmission",50,50,60,72,117.98,134,136.5,117.98,2.5,13.4989200863931,16.02,12,"Pure transmission","green","Graesgrøn","Danish",134,72,50,"no","36","female","Dansk","no"
"184","seed græsgrøn","zu3c","1",5,"1",5,"seed grass green","Danish","21","female","Dansk",12709,"Pure transmission",50,50,70,64,105,98,136.5,117.98,38.5,207.883369330454,7,6,"Pure transmission","green","Neongrøn","Danish",98,64,50,"no","21","female","Dansk","no"
"185","seed græsgrøn","zxyn","0",1,"2",3,"seed grass green","Danish","21","female","Dansk",27474,"Naming transmission",50,50,40,27,110,112,136.5,117.98,24.5,132.289416846652,2,13,"Naming transmission","green","frisk grøn","Danish",112,27,50,"no","21","female","Dansk","no"
"186","seed grass green","13ta","0",5,"2",4,"seed grass green","English","44","female","German",52531,"Naming transmission",50,50,53,66,127,138,136.5,117.98,-1.5,-8.09935205183585,11,13,"Naming transmission","green","apple green","English",138,66,50,"no","44","female","German","no"
"187","seed grass green","1ub2","0",13,"1",5,"seed grass green","English","53","male","danish",7036,"Pure transmission",50,50,71,67,108,100,136.5,117.98,36.5,197.084233261339,8,4,"Pure transmission","green","screaming dusty green","English",100,67,50,"no","53","male","danish","no"
"188","seed grass green","28dd","0",0,"2",4,"seed grass green","English","24","female","geman",36850,"Naming transmission",50,50,60,43,117.98,133,136.5,117.98,3.5,18.8984881209503,15.02,17,"Naming transmission","green","fresh green","English",133,43,50,"no","24","female","geman","no"
"189","seed grass green","32hh","0",13,"2",5,"seed grass green","English","27","female","danish",26423,"Naming transmission",50,50,42,61,124,141,136.5,117.98,-4.5,-24.2980561555076,17,19,"Naming transmission","green","græs grøn","English",141,61,50,"no","27","female","danish","no"
"190","seed grass green","4h26","0",5,"1",5,"seed grass green","English","25","female","English",16219,"Pure transmission",50,50,59,70,106,118,136.5,117.98,18.5,99.8920086393089,12,11,"Pure transmission","green","lime","English",118,70,50,"no","25","female","English","no"
"191","seed grass green","5fq9","0",10,"1",3,"seed grass green","English","30","male","Lithuanian",9638,"Pure transmission",50,50,77,91,130,133,136.5,117.98,3.5,18.8984881209503,3,14,"Pure transmission","green","green","English",133,91,50,"no","30","male","Lithuanian","no"
"192","seed grass green","664l","0",2,"1",4,"seed grass green","English","23","female","Polish",15744,"Pure transmission",50,50,51,52,113,118,136.5,117.98,18.5,99.8920086393089,5,1,"Pure transmission","green","light grass","English",118,52,50,"no","23","female","Polish","no"
"193","seed grass green","88a9","0",10,"2",6,"seed grass green","English","26","male","Greek",33359,"Naming transmission",50,50,55,42,113,121,136.5,117.98,15.5,83.6933045356372,8,13,"Naming transmission","green","spring green ","English",121,42,50,"no","26","male","Greek","no"
"194","seed grass green","93q5","0",9,"2",2,"seed grass green","English","30","female","Ukrainian",13019,"Naming transmission",50,50,55,55,133,113,136.5,117.98,23.5,126.889848812095,20,0,"Naming transmission","green","spring green","English",113,55,50,"no","30","female","Ukrainian","no"
"195","seed grass green","bf6y","0",12,"1",5,"seed grass green","English","25","male","Dansk",17144,"Pure transmission",50,50,77,71,131,108,136.5,117.98,28.5,153.887688984881,23,6,"Pure transmission","green","lime green","English",108,71,50,"no","25","male","Dansk","no"
"196","seed grass green","chvc","0",11,"1",6,"seed grass green","English","19","male","Polish",30672,"Pure transmission",50,50,91,77,133,131,136.5,117.98,5.5,29.6976241900648,2,14,"Pure transmission","green","bright green","English",131,77,50,"no","19","male","Polish","no"
"197","seed grass green","dt6w","1",0,"2",6,"seed grass green","English","48","female","portuguese",3504,"Naming transmission",50,50,60,60,117.98,113,136.5,117.98,23.5,126.889848812095,4.98,0,"Naming transmission","green","light green","English",113,60,50,"no","48","female","portuguese","no"
"198","seed grass green","epj1","0",6,"2",5,"seed grass green","English","43","male","spanish",8019,"Naming transmission",50,50,66,53,138,136,136.5,117.98,0.5,2.69978401727862,2,13,"Naming transmission","green","apple","English",136,53,50,"no","43","male","spanish","no"
"199","seed grass green","eqex","0",1,"2",4,"seed grass green","English","29","female","GermanAfrikaans",21095,"Naming transmission",50,50,43,50,133,136,136.5,117.98,0.5,2.69978401727862,3,7,"Naming transmission","green","gras green","English",136,50,50,"no","29","female","GermanAfrikaans","no"
"200","seed grass green","f54z","0",9,"1",5,"seed grass green","English","22","male","Czech",17191,"Pure transmission",50,50,73,77,123,130,136.5,117.98,6.5,35.097192224622,7,4,"Pure transmission","green","lime","English",130,77,50,"no","22","male","Czech","no"
"201","seed grass green","fxo2","1",0,"1",5,"seed grass green","English","22","male","Czech",26948,"Pure transmission",50,50,60,63,117.98,122,136.5,117.98,14.5,78.2937365010799,4.02,3,"Pure transmission","green","Lime green","English",122,63,50,"no","22","male","Czech","no"
"202","seed grass green","jc7z","0",4,"1",4,"seed grass green","English","24","male","Croatian",29078,"Pure transmission",50,50,59,59,114,106,136.5,117.98,30.5,164.686825053996,8,0,"Pure transmission","green","leaf green","English",106,59,50,"no","24","male","Croatian","no"
"203","seed grass green","kfqn","0",6,"1",6,"seed grass green","English","69","male","English",15399,"Pure transmission",50,50,70,66,118,120,136.5,117.98,16.5,89.0928725701944,2,4,"Pure transmission","green","Brilleen","English",120,66,50,"no","69","male","English","no"
"204","seed grass green","lhww","0",3,"2",3,"seed grass green","English","22","female","polish",34885,"Naming transmission",50,50,58,60,137,135,136.5,117.98,1.5,8.09935205183585,2,2,"Naming transmission","green","froggy green","English",135,60,50,"no","22","female","polish","no"
"205","seed grass green","o0pu","0",4,"2",5,"seed grass green","English","28","female","Swedish",19734,"Naming transmission",50,50,60,53,135,127,136.5,117.98,9.5,51.2958963282938,8,7,"Naming transmission","green","green","English",127,53,50,"no","28","female","Swedish","no"
"206","seed grass green","owq7","0",12,"2",4,"seed grass green","English","23","male","Danish",12964,"Naming transmission",50,50,43,42,121,124,136.5,117.98,12.5,67.4946004319655,3,1,"Naming transmission","green","grass green","English",124,42,50,"no","23","male","Danish","no"
"207","seed grass green","pdov","0",2,"2",6,"seed grass green","English","45","male","English",18668,"Naming transmission",50,50,50,58,136,137,136.5,117.98,-0.5,-2.69978401727862,1,8,"Naming transmission","green","spazzy green","English",137,58,50,"no","45","male","English","no"
"208","seed grass green","q7e4","0",8,"2",6,"seed grass green","English","23","male","German",15074,"Naming transmission",50,50,53,55,133,133,136.5,117.98,3.5,18.8984881209503,0,2,"Naming transmission","green","light green","English",133,55,50,"no","23","male","German","no"
"209","seed grass green","qtjv","0",11,"2",4,"seed grass green","English","29","female","Estonian",39680,"Naming transmission",50,50,42,43,121,121,136.5,117.98,15.5,83.6933045356372,0,1,"Naming transmission","green","leaf green","English",121,43,50,"no","29","female","Estonian","no"
"210","seed grass green","rd5a","0",7,"1",6,"seed grass green","English","29","male","EnglishandArabic",5653,"Pure transmission",50,50,66,73,120,112,136.5,117.98,24.5,132.289416846652,8,7,"Pure transmission","green","Green","English",112,73,50,"no","29","male","EnglishandArabic","no"
"211","seed grass green","vnhp","0",3,"1",4,"seed grass green","English","23","male","Russian",12837,"Pure transmission",50,50,52,59,118,114,136.5,117.98,22.5,121.490280777538,4,7,"Pure transmission","green","Grass green","English",114,59,50,"no","23","male","Russian","no"
"212","seed grass green","vpuu","0",1,"1",5,"seed grass green","English","25","female","Spanish",5201,"Pure transmission",50,50,67,51,124,113,136.5,117.98,23.5,126.889848812095,11,16,"Pure transmission","green","bright green","English",113,51,50,"no","25","female","Spanish","no"
"213","seed grass green","xfrb","0",8,"1",6,"seed grass green","English","30","male","German",3051,"Pure transmission",50,50,73,73,112,123,136.5,117.98,13.5,72.8941684665227,11,0,"Pure transmission","green","neongreen","English",123,73,50,"no","30","male","German","no"
"214","seed grass green","xh1c","0",0,"1",5,"seed grass green","English","23","male","Czech",5710,"Pure transmission",50,50,60,67,117.98,124,136.5,117.98,12.5,67.4946004319655,6.02,7,"Pure transmission","green","lime green","English",124,67,50,"no","23","male","Czech","no"
"215","seed grass green","yjkj","0",14,"2",6,"seed grass green","English","23","female","Danish",20035,"Naming transmission",50,50,61,59,141,135,136.5,117.98,1.5,8.09935205183585,6,2,"Naming transmission","green","græsgrøn","English",135,59,50,"no","23","female","Danish","no"
"216","seed grass green","yxz1","0",7,"2",5,"seed grass green","English","28","female","English",27858,"Naming transmission",50,50,53,53,136,133,136.5,117.98,3.5,18.8984881209503,3,0,"Naming transmission","green","grass","English",133,53,50,"no","28","female","English","no"
"217","seed grass green","zoz9","0",14,"1",3,"seed grass green","English","22","female","Romanian",16644,"Pure transmission",50,50,67,63,100,104,136.5,117.98,32.5,175.48596112311,4,4,"Pure transmission","green","green","English",104,63,50,"no","22","female","Romanian","no"
"218","seed havblå","0sgv","4",8,"2",6,"seed ocean blue","Danish","23","female","Dansk",9257,"Naming transmission",50,50,57,62,187,187,193.6,179.34,6.59999999999999,46.2833099579243,0,5,"Naming transmission","blue","pool","Danish",187,62,50,"no","23","female","Dansk","no"
"219","seed havblå","0tnl","1",8,"2",3,"seed ocean blue","Danish","24","female","Dansk",6915,"Naming transmission",50,50,65,83,174,178,193.6,179.34,15.6,109.396914446003,4,18,"Naming transmission","blue","turkis","Danish",178,83,50,"no","24","female","Dansk","no"
"220","seed havblå","1qhd","2",10,"2",1,"seed ocean blue","Danish","50","male","dansk",17479,"Naming transmission",50,50,67,82,183,183,193.6,179.34,10.6,74.3338008415147,0,15,"Naming transmission","blue","lyseblå","Danish",183,82,50,"no","50","male","dansk","no"
"221","seed havblå","1spu","3",8,"1",6,"seed ocean blue","Danish","22","female","Dansk",15270,"Pure transmission",50,50,24,27,182,181,193.6,179.34,12.6,88.35904628331,1,3,"Pure transmission","blue","vinter-blå","Danish",181,27,50,"no","22","female","Dansk","no"
"222","seed havblå","29mk","2",9,"2",4,"seed ocean blue","Danish","24","male","Dansk",12774,"Naming transmission",50,50,67,67,182,183,193.6,179.34,10.6,74.3338008415147,1,0,"Naming transmission","blue","turquise","Danish",183,67,50,"no","24","male","Dansk","no"
"223","seed havblå","2aq2","4",0,"2",5,"seed ocean blue","Danish","21","male","Dansk",30029,"Naming transmission",50,50,60,73,179.34,182,193.6,179.34,11.6,81.3464235624124,2.66,13,"Naming transmission","blue","Cyan","Danish",182,73,50,"no","21","male","Dansk","no"
"224","seed havblå","2e48","0",12,"2",2,"seed ocean blue","Danish","24","female","Dansk",21686,"Naming transmission",50,50,73,51,181,188,193.6,179.34,5.59999999999999,39.2706872370266,7,22,"Naming transmission","blue","Tyrkis","Danish",188,51,50,"no","24","female","Dansk","no"
"225","seed havblå","2h6d","4",6,"1",5,"seed ocean blue","Danish","29","female","Dansk",22211,"Pure transmission",50,50,56,49,181,180,193.6,179.34,13.6,95.3716690042076,1,7,"Pure transmission","blue","Cyan","Danish",180,49,50,"no","29","female","Dansk","no"
"226","seed havblå","2l8a","1",1,"2",6,"seed ocean blue","Danish","22","male","Lykke",21986,"Naming transmission",50,50,57,73,178,178,193.6,179.34,15.6,109.396914446003,0,16,"Naming transmission","blue","Tyrkis","Danish",178,73,50,"no","22","male","Lykke","no"
"227","seed havblå","2uz9","2",10,"1",5,"seed ocean blue","Danish","23","male","dansk",14660,"Pure transmission",50,50,69,73,179,181,193.6,179.34,12.6,88.35904628331,2,4,"Pure transmission","blue","lyseblå","Danish",181,73,50,"no","23","male","dansk","no"
"228","seed havblå","2zbd","0",10,"1",4,"seed ocean blue","Danish","24","female","rumænsk",14789,"Pure transmission",50,50,61,62,196,196,193.6,179.34,-2.40000000000001,-16.8302945301543,0,1,"Pure transmission","blue","hav","Danish",196,62,50,"no","24","female","rumænsk","no"
"229","seed havblå","31xw","0",7,"2",5,"seed ocean blue","Danish","26","female","Dansk",13857,"Naming transmission",50,50,39,43,187,186,193.6,179.34,7.59999999999999,53.2959326788219,1,4,"Naming transmission","blue","Mat blå","Danish",186,43,50,"no","26","female","Dansk","no"
"230","seed havblå","32a1","3",4,"2",5,"seed ocean blue","Danish","24","male","Dansk",20389,"Naming transmission",50,50,69,49,180,180,193.6,179.34,13.6,95.3716690042076,0,20,"Naming transmission","blue","turkis","Danish",180,49,50,"no","24","male","Dansk","no"
"231","seed havblå","38mq","4",12,"1",3,"seed ocean blue","Danish","52","female","dansk",65469,"Pure transmission",50,50,61,53,188,185,193.6,179.34,8.59999999999999,60.3085553997195,3,8,"Pure transmission","blue","mellem tyrkis","Danish",185,53,50,"no","52","female","dansk","no"
"232","seed havblå","3b4k","2",9,"1",1,"seed ocean blue","Danish","26","male","Dansk",42823,"Pure transmission",50,50,66,69,179,179,193.6,179.34,14.6,102.384291725105,0,3,"Pure transmission","blue","Tyrkis","Danish",179,69,50,"no","26","male","Dansk","no"
"233","seed havblå","3rnx","1",2,"2",5,"seed ocean blue","Danish","23","male","Dansk",52154,"Naming transmission",50,50,73,69,178,179,193.6,179.34,14.6,102.384291725105,1,4,"Naming transmission","blue","tyrkis","Danish",179,69,50,"no","23","male","Dansk","no"
"234","seed havblå","3sg3","3",9,"2",5,"seed ocean blue","Danish","61","male","dansk",169539,"Naming transmission",50,50,63,61,180,180,193.6,179.34,13.6,95.3716690042076,0,2,"Naming transmission","green","turkis","Danish",180,61,50,"no","61","male","dansk","no"
"235","seed havblå","3tb6","2",0,"1",5,"seed ocean blue","Danish","32","female","dansk",9404,"Pure transmission",50,50,60,60,179.34,179,193.6,179.34,14.6,102.384291725105,0.340000000000003,0,"Pure transmission","blue","turkis","Danish",179,60,50,"no","32","female","dansk","no"
"236","seed havblå","3wa5","1",4,"1",5,"seed ocean blue","Danish","31","female","Dansk",5650,"Pure transmission",50,50,69,70,179,178,193.6,179.34,15.6,109.396914446003,1,1,"Pure transmission","blue","Turkis","Danish",178,70,50,"no","31","female","Dansk","no"
"237","seed havblå","4htf","2",12,"1",3,"seed ocean blue","Danish","30","male","Fransk",44227,"Pure transmission",50,50,78,70,183,180,193.6,179.34,13.6,95.3716690042076,3,8,"Pure transmission","blue","cyan","Danish",180,70,50,"no","30","male","Fransk","no"
"238","seed havblå","4l9m","4",11,"1",5,"seed ocean blue","Danish","24","female","Dansk",20558,"Pure transmission",50,50,71,61,191,188,193.6,179.34,5.59999999999999,39.2706872370266,3,10,"Pure transmission","blue","Petroleumstyrkis","Danish",188,61,50,"no","24","female","Dansk","no"
"239","seed havblå","4w6c","3",1,"2",4,"seed ocean blue","Danish","30","male","Dansk",28032,"Naming transmission",50,50,69,70,180,179,193.6,179.34,14.6,102.384291725105,1,1,"Naming transmission","blue","Turkis","Danish",179,70,50,"no","30","male","Dansk","no"
"240","seed havblå","5386","1",6,"1",3,"seed ocean blue","Danish","26","female","DK",7237,"Pure transmission",50,50,75,65,177,184,193.6,179.34,9.59999999999999,67.3211781206171,7,10,"Pure transmission","blue","Tyrkies","Danish",184,65,50,"no","26","female","DK","no"
"241","seed havblå","59x7","3",0,"1",4,"seed ocean blue","Danish","23","male","dansk",34196,"Pure transmission",50,50,60,85,179.34,184,193.6,179.34,9.59999999999999,67.3211781206171,4.66,25,"Pure transmission","blue","turkis","Danish",184,85,50,"no","23","male","dansk","no"
"242","seed havblå","5xno","1",12,"1",5,"seed ocean blue","Danish","39","female","dansk",23960,"Pure transmission",50,50,82,75,182,184,193.6,179.34,9.59999999999999,67.3211781206171,2,7,"Pure transmission","blue","Turkis","Danish",184,75,50,"no","39","female","dansk","no"
"243","seed havblå","629d","1",14,"1",5,"seed ocean blue","Danish","26","male","Dansk",14697,"Pure transmission",50,50,60,54,183,183,193.6,179.34,10.6,74.3338008415147,0,6,"Pure transmission","blue","lyseblå","Danish",183,54,50,"no","26","male","Dansk","no"
"244","seed havblå","6606","0",12,"1",6,"seed ocean blue","Danish","23","male","DanskEngelsk",7198,"Pure transmission",50,50,76,67,198,196,193.6,179.34,-2.40000000000001,-16.8302945301543,2,9,"Pure transmission","blue","Tyrquise","Danish",196,67,50,"no","23","male","DanskEngelsk","no"
"245","seed havblå","6bgr","4",13,"1",5,"seed ocean blue","Danish","25","female","Dansk",12671,"Pure transmission",50,50,53,54,185,186,193.6,179.34,7.59999999999999,53.2959326788219,1,1,"Pure transmission","blue","Tyrkis","Danish",186,54,50,"no","25","female","Dansk","no"
"246","seed havblå","6d65","1",11,"1",5,"seed ocean blue","Danish","32","female","dansk",22529,"Pure transmission",50,50,77,82,180,182,193.6,179.34,11.6,81.3464235624124,2,5,"Pure transmission","blue","lyseblå","Danish",182,82,50,"no","32","female","dansk","no"
"247","seed havblå","6g9f","4",1,"2",4,"seed ocean blue","Danish","23","female","Dansk",20368,"Naming transmission",50,50,73,88,182,184,193.6,179.34,9.59999999999999,67.3211781206171,2,15,"Naming transmission","blue","Neon blå","Danish",184,88,50,"no","23","female","Dansk","no"
"248","seed havblå","6w76","0",8,"1",4,"seed ocean blue","Danish","40","male","Dansk",8931,"Pure transmission",50,50,65,62,194,193,193.6,179.34,0.599999999999994,4.20757363253853,1,3,"Pure transmission","blue","Petroleumsblå","Danish",193,62,50,"no","40","male","Dansk","no"
"249","seed havblå","7t79","0",3,"1",4,"seed ocean blue","Danish","74","female","dansk",26925,"Pure transmission",50,50,60,56,182,190,193.6,179.34,3.59999999999999,25.2454417952314,8,4,"Pure transmission","blue","tyrkis","Danish",190,56,50,"no","74","female","dansk","no"
"250","seed havblå","7zbg","3",12,"2",5,"seed ocean blue","Danish","25","male","Dansk",27996,"Naming transmission",50,50,54,65,181,182,193.6,179.34,11.6,81.3464235624124,1,11,"Naming transmission","blue","tyrkis","Danish",182,65,50,"no","25","male","Dansk","no"
"251","seed havblå","80cs","0",1,"1",6,"seed ocean blue","Danish","21","male","Dansk",30315,"Pure transmission",50,50,64,52,179,180,193.6,179.34,13.6,95.3716690042076,1,12,"Pure transmission","green","Tyrkis","Danish",180,52,50,"no","21","male","Dansk","no"
"252","seed havblå","839z","0",3,"2",5,"seed ocean blue","Danish","23","male","Dansk",19681,"Naming transmission",50,50,29,35,180,180,193.6,179.34,13.6,95.3716690042076,0,6,"Naming transmission","blue","cyanblue","Danish",180,35,50,"no","23","male","Dansk","no"
"253","seed havblå","8m5n","1",14,"2",6,"seed ocean blue","Danish","31","female","Dansk",9122,"Naming transmission",50,50,46,46,172,173,193.6,179.34,20.6,144.460028050491,1,0,"Naming transmission","none","tyrkis","Danish",173,46,50,"no","31","female","Dansk","no"
"254","seed havblå","8osq","0",11,"1",5,"seed ocean blue","Danish","38","female","Dansk",12002,"Pure transmission",50,50,62,76,196,198,193.6,179.34,-4.40000000000001,-30.8555399719496,2,14,"Pure transmission","blue","Lys Cyan","Danish",198,76,50,"no","38","female","Dansk","no"
"255","seed havblå","8v88","0",0,"1",6,"seed ocean blue","Danish","37","female","Svensk",24877,"Pure transmission",50,50,60,64,179.34,179,193.6,179.34,14.6,102.384291725105,0.340000000000003,4,"Pure transmission","blue","Turkis","Danish",179,64,50,"no","37","female","Svensk","no"
"256","seed havblå","8z38","0",6,"2",6,"seed ocean blue","Danish","22","male","Dansk",18270,"Naming transmission",50,50,40,39,185,187,193.6,179.34,6.59999999999999,46.2833099579243,2,1,"Naming transmission","blue","Mat blå","Danish",187,39,50,"no","22","male","Dansk","no"
"257","seed havblå","94an","2",4,"1",5,"seed ocean blue","Danish","26","female","Dansk",21925,"Pure transmission",50,50,63,60,180,180,193.6,179.34,13.6,95.3716690042076,0,3,"Pure transmission","blue","pastelfarvet","Danish",180,60,50,"no","26","female","Dansk","no"
"258","seed havblå","95ap","4",9,"1",5,"seed ocean blue","Danish","25","male","dansk",10267,"Pure transmission",50,50,59,66,179,179,193.6,179.34,14.6,102.384291725105,0,7,"Pure transmission","blue","tyrkis","Danish",179,66,50,"no","25","male","dansk","no"
"259","seed havblå","9hdc","4",14,"2",2,"seed ocean blue","Danish","23","male","Dansk",25978,"Naming transmission",50,50,71,57,181,178,193.6,179.34,15.6,109.396914446003,3,14,"Naming transmission","blue","Tyrkis","Danish",178,57,50,"no","23","male","Dansk","no"
"260","seed havblå","9lvh","2",6,"2",5,"seed ocean blue","Danish","28","female","Dansk",12543,"Naming transmission",50,50,57,48,178,183,193.6,179.34,10.6,74.3338008415147,5,9,"Naming transmission","blue","Tyrkis","Danish",183,48,50,"no","28","female","Dansk","no"
"261","seed havblå","9s0s","0",13,"1",6,"seed ocean blue","Danish","41","male","Dansk",35502,"Pure transmission",50,50,67,66,196,199,193.6,179.34,-5.40000000000001,-37.8681626928472,3,1,"Pure transmission","blue","Petrol","Danish",199,66,50,"no","41","male","Dansk","no"
"262","seed havblå","9zhk","0",8,"2",4,"seed ocean blue","Danish","41","female","Dansk",30489,"Naming transmission",50,50,43,42,186,184,193.6,179.34,9.59999999999999,67.3211781206171,2,1,"Naming transmission","blue","Petroleumsblå","Danish",184,42,50,"no","41","female","Dansk","no"
"263","seed havblå","a4we","1",6,"2",6,"seed ocean blue","Danish","23","male","Dansk",10044,"Naming transmission",50,50,50,44,179,181,193.6,179.34,12.6,88.35904628331,2,6,"Naming transmission","blue","turkis","Danish",181,44,50,"no","23","male","Dansk","no"
"264","seed havblå","a5pw","2",1,"1",3,"seed ocean blue","Danish","29","male","dansk",29375,"Pure transmission",50,50,60,46,179,179,193.6,179.34,14.6,102.384291725105,0,14,"Pure transmission","blue","turkis","Danish",179,46,50,"no","29","male","dansk","no"
"265","seed havblå","a5ul","1",7,"2",3,"seed ocean blue","Danish","27","male","Dansk",23808,"Naming transmission",50,50,44,65,181,174,193.6,179.34,19.6,137.447405329593,7,21,"Naming transmission","blue","Turkis","Danish",174,65,50,"no","27","male","Dansk","no"
"266","seed havblå","akcp","1",13,"1",4,"seed ocean blue","Danish","36","female","dansk",12950,"Pure transmission",50,50,75,60,184,183,193.6,179.34,10.6,74.3338008415147,1,15,"Pure transmission","blue","turkis","Danish",183,60,50,"no","36","female","dansk","no"
"267","seed havblå","akyt","4",7,"1",6,"seed ocean blue","Danish","24","female","Dansk",15174,"Pure transmission",50,50,49,67,180,180,193.6,179.34,13.6,95.3716690042076,0,18,"Pure transmission","blue","Swimming pool","Danish",180,67,50,"no","24","female","Dansk","no"
"268","seed havblå","amtj","2",11,"2",3,"seed ocean blue","Danish","26","female","Dansk",41977,"Naming transmission",50,50,82,87,183,184,193.6,179.34,9.59999999999999,67.3211781206171,1,5,"Naming transmission","blue","turkisblå","Danish",184,87,50,"no","26","female","Dansk","no"
"269","seed havblå","bl5p","2",14,"2",5,"seed ocean blue","Danish","28","male","Dansk",18585,"Naming transmission",50,50,73,72,184,184,193.6,179.34,9.59999999999999,67.3211781206171,0,1,"Naming transmission","blue","turkis","Danish",184,72,50,"no","28","male","Dansk","no"
"270","seed havblå","br1u","0",5,"1",4,"seed ocean blue","Danish","26","male","dansk",37512,"Pure transmission",50,50,51,52,193,191,193.6,179.34,2.59999999999999,18.2328190743338,2,1,"Pure transmission","blue","petroleum blå","Danish",191,52,50,"no","26","male","dansk","no"
"271","seed havblå","ct5u","2",2,"1",5,"seed ocean blue","Danish","21","male","Dansk",20141,"Pure transmission",50,50,46,67,179,182,193.6,179.34,11.6,81.3464235624124,3,21,"Pure transmission","blue","Tyrkisblå","Danish",182,67,50,"no","21","male","Dansk","no"
"272","seed havblå","d201","4",3,"1",5,"seed ocean blue","Danish","25","male","Dansk",9836,"Pure transmission",50,50,55,55,180,179,193.6,179.34,14.6,102.384291725105,1,0,"Pure transmission","blue","Cyan","Danish",179,55,50,"no","25","male","Dansk","no"
"273","seed havblå","db8f","2",6,"1",5,"seed ocean blue","Danish","22","male","Dansk",7910,"Pure transmission",50,50,56,53,179,180,193.6,179.34,13.6,95.3716690042076,1,3,"Pure transmission","blue","turquis?!","Danish",180,53,50,"no","22","male","Dansk","no"
"274","seed havblå","denc","4",14,"1",5,"seed ocean blue","Danish","25","female","Dansk",9398,"Pure transmission",50,50,54,60,186,186,193.6,179.34,7.59999999999999,53.2959326788219,0,6,"Pure transmission","blue","Baby legetøj","Danish",186,60,50,"no","25","female","Dansk","no"
"275","seed havblå","dxfn","2",3,"1",5,"seed ocean blue","Danish","22","female","Dansk",19399,"Pure transmission",50,50,67,63,182,180,193.6,179.34,13.6,95.3716690042076,2,4,"Pure transmission","blue","Aqua","Danish",180,63,50,"no","22","female","Dansk","no"
"276","seed havblå","e913","1",8,"1",2,"seed ocean blue","Danish","23","male","Dansk",76250,"Pure transmission",50,50,75,69,184,180,193.6,179.34,13.6,95.3716690042076,4,6,"Pure transmission","blue","turkeys","Danish",180,69,50,"no","23","male","Dansk","no"
"277","seed havblå","epfu","4",10,"2",6,"seed ocean blue","Danish","23","female","dansk",18651,"Naming transmission",50,50,69,69,187,185,193.6,179.34,8.59999999999999,60.3085553997195,2,0,"Naming transmission","blue","azur","Danish",185,69,50,"no","23","female","dansk","no"
